actual,Orginal_text,predicted,explanation,is_valid_json
1,"Most horrible buffet I have ever been to.

My boyfriend and I are big chinese buffet fans. A ton of them have raised their prices recently (and, not surprisingly, have been closing down left and right).. so the prospect of a good buffet at 5-8 dollars was absolutely amazing. We read all the reviews on yelp and I had high hopes.

Dear lord. The food is awful here. Inedible. Tastes very distinctly like a bad frozen dinner.  The only thing I remember being remotely food-like was some kind of beef and onion dish.. which tasted a bit like a philly cheesesteak. not exactly asian fare..

I tried really hard to like this place. My boyfriend didn't like any of it either. I don't understand how they have such good ratings. The ONLY thing I like about this place is their dessert bar, because they have toppings for the frozen yogurt. It always annoyed me how so many buffets don't even have sprinkles.. so they've got that going for them.. though I think I'll just go to Mojo or Yogurtland. haha.

In short, I don't understand how anyone can eat this garbage.",1,"The reviewer mentions that the food is 'awful', 'inedible', and tastes like a 'bad frozen dinner', which suggests a extremely low rating. The only positive comment is a minor one about the dessert bar, but the overall tone of the review is strongly negative.",True
1,"I was so happy to see another station in the neighborhood.  I went in to fill up as I usually do at any station unaware that I was paying TEN CENTS MORE PER GALLON (than Circle K)  because I wasn't paying cash or using a Shell credit card.  Yes, there are signs on the pump but, really, who would think to look for such a requirement?  I've been buying gas for over 40'years and have never seen such a non-cash penalty.  I, and my children, their spouses and our friends will not be getting gas there ever again.  How disappointing and dishonest.",1,Customer was charged an extra 10 cents per gallon for not paying with cash or using a Shell credit card and found this to be dishonest.,True
1,"I've been here 3 times.  The first was fair, so I gave it another shot, second time fair again, third time (kyoto was closed soooo....) let me start by saying, I've been in the service industry for awhile.  I know the difference between good and bad service.  If they had been busy this would be one thing, but there was us and a few people at the bar.  NEVER HAVE I WANTED TO THROW MY BURGER AT SOMEONE AS MUCH AS OUR SERVER.  The server was an idiot and the food was ALL burnt... medium burgers are not CHARRED on the outside and RAW on the inside.  Steamed veggies are not CHARBROILED asparagus... everything was so horrible.  We didn't complain, but we did ask about the charcoal that was our veggies....  Which we were given a crappy attitude in response.  We weren't even looking for it to be taken off our bill, just a recognition that the food was TOTALLY burned and half our orders were wrong. BTW there was no offer made either to fix anything...  in times like these SERVICE SERVICE SERVICE AND QUALITY / CONSISTENCY will get you through.   if you don't know what a good meal is and you want to think you're cool cause you hang out in a place that looks like it was furnished by IKEA, you should try it.  There are better places to spend hard earned money.",1,"The reviewer was extremely dissatisfied with their third visit, citing poor service from a server who was described as 'an idiot', and burnt and poorly prepared food. The reviewer also noted a lack of courtesy and a failure to acknowledge the mistakes made. The tone is strongly negative and suggests a complete loss of faith in the establishment's ability to provide a good experience.",True
1,"So i thought with all the controversy surrounding this place, I would support the first amendment with my wallet. Unfortunately our experience here was subpar to say the least. We came in on a 3pm on Saturday and there was only one other couple inside. We were literally outnumbered by the people working there. I say this because somehow, despite this fact, the service was HORRENDOUS. I mean we got our order out fine, but our waitress dissappeared after that. At one point I had to almost get refills for us myself. The sushi itself was so overpriced for what it was. The Philadelphia roll was decent, but the California roll was really bad. When it came to paying, I put my credit card in the sleeve and waited for awhile. Despite there being no one else in the restaurant at this point except one other table, the waitress didn't return. If it wasn't for the cash I had on me I'd be waisting away there at this moment because she had no intention of returning and I have no intention of ingesting there food ever again!",1,"The reviewer had a terrible experience with subpar service, overpriced food, and poor quality of the California roll. The lack of attention from the waitress was also a major issue, leaving the reviewer feeling frustrated and annoyed.",True
1,This place is disgusting!!  The bun was dry and stale.  The veggie burger was yucky... I don't think I have ever had one I didn't like before.  The kids meals are miniscule.  The topping bar is so simple and plain.  The dips are not very good... cheese dip is YUCK!  Drink choices stink.  Cookies taste raw and boring.  Almost forgot to add that the two young kids didn't even care for the french fries because they are seasoned.  I thought they were a total waste of calories.  I can't believe the prices either... so not cheap or even worth what you pay for.,1,"The reviewer had a strong negative experience with multiple aspects of their visit, including taste, portion size, quality of toppings, drinks, baked goods, and value for money.",True
1,"I play squash racquet's, a sport favored by the east coast ""elites"" from them Ivy League schools, those snooty Britishers and the Pakistani leisure class:) 

Why they let me play, I'll never know:)

Last evening, we had a little tourney in which a group of us from the Village traveled to the outer reaches of Tempe to play a group from Lifetime Fitness:)

It was a jolly good, show, ever so much fun and our Village group gave the Lifetime group a bit of a ""Rodgering"":)

So it was with happy hearts and high spirits that we headed down the street to the post tourney repast at Skip & Jan's...let me start by saying that the Lifetime group picked this place, and it's almost like they knew they were going to lose and wanted to select a venue that would be the grimiest, greasiest, grubbiest, grossest spot to try to eat...they succeeded:)

Where to start...I know...the parking lot:)

When we arrived, the total Kelly Blue Book value of the 50-60 cars in the parking lot was about $832...we raised that by several orders of magnitude, just by driving in...this parking lot hasn't seen a lot of traffic from the Mercedes/BMW/Lexus/Jaguar crowd (and may never again:)

After I safely parked a block or 2 away, I went inside and took in the look and feel of S&J...crappy old wood paneling...tables and chairs from a circa 1955 high school cafeteria...an intriguing mix of flat panel TV's, regular TV's and OTB results screens (yeah, you can bet the ponies here...the sport of Kings, in a slightly less than ""regal"" atmosphere:)

They must have 20-25 pool tables...faded felt...and a whole bunch of people playing pool (and frankly looking like they weren't enjoying themselves...extremely tight and serious expressions on the faces of the people playing and watching...aren't games supposed to be fun? :-)...I suspect there was gambling going on:)

The smell in S&J can only be described as ""extreme humanity""...the place smelled like it has seen a century's worth of spilled beer, cigarette smoke, BO, vomit, urine, spoiled food and every other aroma that humans create for themselves...remarkable, given the fact that this place can't have been here for more than a few years...how did they do that so quickly? :-)

S&J has menus, they have some sort of kitchen, they have Jagermeister on ""tap"", they have a bunch of beers on tap and they had a buffet (or ""boofay"" for my friend Ryan C) set up for our group.

It was supposed to be a Taco Bar:)

S&J provided a table full of taco ""fixin's""...the centerpiece of which was the taco meat hot tray...Holy Crap, was that disgusting! :-(

They told us it was ground beef, but I know my beef, and I don't think this was it...this was ground ""creature""...possibly some sort of unfortunate non-distinct animal which happened to be near the kitchen when duty called.

I kid, of course...as far as I know, this was indeed, ""beef""...just not very good ""beef"":(

The hot tray holding the ""meat"" looked like a relief map of the Hawaiian Islands...small mountains of ""meat"" rising out of the ocean of brown/orange grease that was the real body of the dish:(

But, I was starving (a banana for breakfast and nothing else) so I tried to make a taco.

I decided to forgo the slotted spoon that everyone was trying to use to fish some meat out of the soupy brine, and use some tongs instead...my idea was to try to squeeze as much grease out of the concoction as possible...I was sort of successful, but in doing so, I probably squeezed any flavor out as well:(

I got back to the table and tried a bite...not good...I added several shakes of Cholla and tried another bite...and that was that:(

One of my buddies had decided to forgo the mystery meat tacos and ordered wings from the menu and offered me one...I'm not sure what the deal with the wings was, but the wing I tried seemed to be boiled (no, not ""broiled""...boiled) and then dipped in buffalo sauce...not crispy, just wet...all the way through:)

Then they announced that Karaoke was going to start soon...and that was enough for me:(

Adding amateur singing to this tableau would have just been too much:)

Still, it's not all bad news...the tires and wheels were still on my car when I was ready to leave...I didn't become immediately ill (although I had kind of a rough morning, this morning).

They say shared adversity can make teams grow together, so I think I should thank S&J for making the Village Squash group nearly invincible:)",1,"Based on the reviewer's extremely negative description of the restaurant's overall atmosphere, food quality, and service, it is clear that they had a terrible experience.",True
1,"I have been a ""regular"" customer at this salon ever since it opened.  At first it was great!  Clean, relaxing, and welcoming.   After a few months without a manicure or pedicure I decide to treat myself to a manicure this past week.  I went in and a lady did a beautiful job on my gel manicure.  She paid attention to detail and didn't rush through the whole process.  I didn't have time to get a pedicure so I decided to come back the next day.  I only wish that I had her do my pedicure yesterday ... 

The guy who did my pedicure had some sort of infection on his thumb.  I didn't notice it at first because he was using gloves but when it was time for the foot massage he took his gloves off, revealing it.  Tracy was doing someone else's nails right in front of me and clearly saw that he had some sort of sore or fungus on his nail.  It was completely black and it looked like something was growing out of it.    I was shocked that she didn't tell him to at least put his gloves back on.  The ""massage"" that he gave me was hardly any massage at all.  He did the same motion over and over while concentrating on the tv.  Definitely not worth the $25.   The worst part is that he gave me an ingrown toe nail.  The whole right side of my nail is swollen and I just hope that I don't get an infection.  This was by far the worst pedicure that I have ever received. Even though I had a great gel manicure here, my last experience was so horrible that I will not be back.",2,"The review is mixed, with a positive experience with a gel manicure but a disastrous pedicure experience due to an infected nail technician, poor massage, and an ingrown toenail. The negative experience overshadowed the positive one.",True
1,"The 3 employees were so busy talking to each other they couldn't remember what we ordered, kept having to ask, and still didn't get it right.  In the midst of the three employees continuing in their personal chaos, my husband finally said, ""ok, time out! I'm the customer.  Make our sandwiches and then take care of your issues."". They stopped for a split second, all three looked at us, then they actually IGNORED us, finished their conversation, then finished our sandwiches.  We were the only ones in there and we really were shocked!  Good thing I like avacado, because it ended up on my sandwich & I didn't order it, and after telling the girl, she said, ""I thought you said..."". Still had the order wrong!  Whew!",1,"Very poor service, with multiple mistakes in the order, and employees seemingly ignoring the customers to prioritize their own conversation.",True
1,"After bad experience, I will never return.  It is terrible since they didn't meet my expectation and the price is outrageous.  The most difficult part of the Pho is the broth (req 16 hours of preparation) and it tasted like water.  I had to add all kind of condiments to rescue it but can't even eat it.  The restaurant is very slow now and it confirmed what I meant with Asian restaurant.  If your fellow Asians don't patronize the place, it is  because your food did not meet our expectation.  Try across the street to the Rice plate Kim Thanh for their rice dish.  It is night and day.",1,"The reviewer had a poor experience, citing a bad broth that didn't meet their expectations, high prices, and slow service. They express regret and disappointment, stating they won't return and are disillusioned with the restaurant's quality.",True
1,"Still a place that is unacceptable in my book--especially when a server there goes out of their way to message me privately on Yelp to complain about my punctuation, and signing off--every so ""sincerely"" i might add, with: "" love the B*tchy waitress from AZ88.

Way to keep it classy over there.....",1,"The reviewer expresses strong dissatisfaction and uses aggressive language, indicating a low rating. The complaint is not about the food or service, but rather about the server's reaction to their review.",True
1,"This Jack in the Box location has the worst service & food that I have found in the Phoenix metro area. Every time I have gone through the drive through there my order has either been wrong or inedible - how hard is it to make a taco without frying it into oblivion? The wait times are consistently more than 5 minutes...I think I will be spending that 5 minutes driving to another location, just to get the correct order & food that is properly prepared.",1,"The review mentions consistently bad service, wrong orders, inedible food, and long wait times, indicating a very poor customer experience.",True
1,"I was there on a Friday night with a few friends in the hopes of a quick drink and nosh after a show next door.
My companion and I ordered basic drinks and were met with shots of liquor in the bottoms of our glasses and a blank look from the waitress when I asked if they were out of mixers.  After this, we opted not to order any food (taking our cue from the inability to mix gin with tonic water) and were met with an outrageous bill (for our two 'well' shots).  We questioned the tally and were met with a second total that wasn't much better.  
Our credit card was charged twice: $40 for some wet ice and a lemon wedge.  There are many cool and artsy places in Phx where we can catch live music and nosh with friends.  I'll pass this one up from now on.",1,"The reviewer had a poor experience with rude service, incorrect orders, and an outrageous bill, leading to a decision to never return to the establishment.",True
1,Won't be going there again. Our chicken was pink! Manager was a prick in regards to that and service was all around crappy.,1,"The customer experienced poor food quality (pink chicken) and service, and had a negative interaction with the manager, indicating a poor overall experience.",True
1,"Slow service, staff needs more training. There's like 4 managers and none of the know what they are doing, i don't think this place is going to make it. Sorry but you lost 4 very good patrons Saturday night because of your poor customer service",1,"The reviewer was extremely dissatisfied with the service, citing slow service and poorly trained staff, and even speculating about the restaurant's potential demise. Given the strong negative language and sentiments, I predict a low rating.",True
1,"If only I where rating this place based on their sushi I would give it 5 stars.  But, I'm not  rating it based on the food.  It is purely based on the customer service in this establishment.  Be warned; if you have a large party this is NOT the place to go.  I've been in the restaurant industry for over 20 years and I have NEVER heard of a restaurant not splitting checks for large parties.  So for an over 500.00 bill they will take 15+ different forms of payment but won't split up the check by individuals or couples.  How does this make any sense.  To make matters worse; they bring out the sushi and I quote ""family style"".  Since when did sushi get served family style?  Here is the problem.  Sushi is expensive, not everyone at the table ate it and when served ""family style"" someone else may get what you ordered and you won't have a clue it even made it to the table.  We spent over 40 minutes trying to figure out this bill, SERIOUSLY!  When I asked the manager her generic and obviously well rehearsed response was ""this is our company policy, we do not split checks for large parties"".  This is absurd.  So not only did we have a heck of a time figuring out the bill, I'm pretty sure no one really knew who had what and if they had added random things to the bill.  How could you know with that many people ordering????  I never received part of what I ordered yet it made it on that bill.  So here we have to pay it regardless of what we may or may not have received?  I understand that adding gratuity to a party this size is also common practice which I don't normally have a problem with but how about some EXCELLENT customer service in return.  If policy is no separate checks, at least tell everyone as they order or as a group that this will occur.  They said someone was told when the reservation was made.  The reservation was made for 25 people!  It would've taken 2 seconds to again relay this important piece of information.  Worst experience ever!",1,"Poor customer service and unexplained policy led to a frustrating experience, including a failure to split checks, unclear billing, and a lack of transparency about the restaurant's policies.",True
1,"If it wasn't for the bad food I would go here more than once or twice a year.  The meat was dry and tough in my first entree and not edible in my second. Now when my wife drags me here to watch a movie, I order a salad only. Because they do catering, I have a suspicion that they serve up left over food from catered events to their restaurant customers.  

The service is OK. They have a couple of generic draft beers. Everything is overpriced.  Caveat Emptor if you order an entree.",2,"The reviewer had a negative experience with the food quality, specifically the dry and tough meat, and suspected leftover food was served. While the service and beer selection were adequate, the overall experience was marred by overpricing and food issues.",True
1,"Sadly disappointed.  I've passed Lola's an uncountable number of times and each time thought I needed to try it.  I finally did tonight and was terribly disappointed.  For anyone that has been to Firefly in Las Vegas there is just no comparison.  The sangria was decent but nothing special and the tapas were just ""so so.""  The atmosphere was busy and our service sucked, but it was a very unique and cool environment.",2,"Disappointed experience with subpar tapas, poor service, and a busy atmosphere, with some positives such as a unique environment and decent sangria.",True
1,"We went here for a family dinner.  Our family is loud and boisterous but not obnoxious.  We asked to be seated in the bar since some of us wanted to watch the game.  No problems so far.

Our waiter was really nice at first, but seemed flustered and as if he wasn't getting the help he needed to keep up with his tables.  I waited tables for 12 years and this guy was nearly literally scrambling to keep up, a sure sign of not enough help or lack of teamwork.  Of the two hostesses, ONE of them could have bothered to help him out by refilling water, tea and soda for us, but alas they did nothing.  We waited so long for drink refills that my husband got up and saw a pitcher of coke on the bar, so he poured himself a glass, which he was scolded for!  I could not believe it, I was shocked.  A guest should NEVER be treated this way.  If anything, someone should have apologized to my husband for not giving us what we needed for the meal. 

The chips were good, and they kept them coming, so props to them for that.  They are served with bean dip and salsa.  I liked the salsa a lot, not spicy enough for me, but a good amount and mixture of yummy stuff, including cilantro which I find many ""salsas"" don't even contain!  To me, it is not salsa without cilantro.  The teensy bowls of salsa they bring though need some rethinking.  They should either bring one per person or consider a bigger size.  It's only about 2 Tablespoons, and that aint much salsa (beware, some sides of rice and beans also come in these super tiny containers - three or four bites and it's gone)!  Anyhow, we ate tons of chips and salsa because the food took SO long to come out.  Our waiter sort of apologized for this by keeping us updated that it was actually coming.....someday.

Our food came out a good 35-40 minutes after we ordered.  Sadly, two meals were completely missing in action and the two of us that ordered fajitas (which came out of the kitchen very cool, not even the slightest bit of heat from the iron skillet or the meat) had to wait at least 10 minutes for their tortillas, so they couldn't even eat what was at the table, which was getting cold.  After the two missing meals came out, one was the wrong meat, red meat instead of chicken.  More waiting...the table eats, minus one.  When everyone is nearly finished, the right chicken taco dish comes out.  It was delicious, but overpriced.  The chicken was nicely grilled and the tacos were served the way I like them, with a little bit of onions, more cilantro, lettuce, lime and pico de gallo.  They also came with cheese, but I don't like cheese on tacos.  They came on tiny little corn tortillas, which themselves were good, but way too small to make decent tacos that didn't fall apart.  Plus, I ran out of  the tortillas before my meat and other stuff was gone.

Our waiter was really nice except for the scolding (I'm still floored by that), so I can't decide if he sucked or the place sucks, or maybe they both do...We definately won't be back.",1,"The reviewer had a poor experience with long wait times, incorrect orders, and subpar service. The food was described as good but overpriced, and the reviewer was scolded for pouring their own drink, which they considered unacceptable.",True
1,"We had read good things about Over Easy, and were excited to try it out. We went a few days after Christmas, and were horribly disappointed.

When we walked in, we were seated by one server. Then, a few minutes later, another host came up to us and asked why we stole a table and did we not understand how seating works? We were quite confused and offended, as we were seated properly and had done nothing wrong.

Then, once we ordered, we waited over 45 minutes for our food. Finally, we asked about it, and then it was out within a few minutes. They had completely lost our order.

When our food arrived, one dish (the Over Easy -- toasted brioche with spinach & an egg) was absolutely inedible. The brioche was so burnt that we could barely cut it, as was the bacon. The fried egg was very undercooked, even though we requested it completely cooked through. I was honestly shocked the server brought us the dish without saying anything, since it was clearly burnt.

The other 2 dishes (banana & pecan french toast, and the Loretta sandwich) were just alright -- certainly nothing to rave about. And, the 3 of us ended up splitting these 2 dishes, since the other dish was awful. We ended up leaving early because we were all so disappointed. At which point, our server asked if we'd like a box for our uneaten burnt brioche. It would have been much more appropriate for her to ask if there was something wrong with it, since it was obviously not eaten.

Anyway, I'm not sure if we just caught them on a bad day, but I would never go back again or recommend Over Easy to anyone else.",1,"Multiple service issues, including miscommunication, lost orders, and an inedible dish, led to a severely disappointing experience.",True
1,"Donuts are really good, if they have any when you get there!!!  Went in on a Tuesday morning at 1030, and they only had a total of 10 donuts. Drove out of my way to go there and still ended up at Dunkin Donuts. Very disappointed!!",2,"The reviewer mentions that they 'Very disappointed!!', indicating a low level of satisfaction. However, the tone is somewhat mitigated by the reviewer mentioning that donuts 'are really good', suggesting that the product itself is of high quality. The main issue seems to be related to the limited stock and the experience of having to go elsewhere.",True
1,this is a business located in the fry's grocery strip mall on mckellips and recker I wont say much but don't bother the waitless girl was about as pleasent as a hemroid the beer selection sucked. I belive the owner was there at least the guy looked like the owner. it's always amazing to me how the service can be so horrible w/owner in house.,1,The reviewer had a negative experience with the service (unpleasant wait staff) and beer selection.,True
1,"I recently had a shit cleaned at the Intercontinental Hotel in Hong Kong. Not cheap. I only mention that because this place charged MORE to clean that suit - almost $30 for a two-piece suit after they tacked on their $6 ""designer brand"" surcharge (no, I am not kidding). Despite branding as ""green"" the suit still reeked of solvent (the green, silica-based solvents have never left an odor in my experience). No differentiation to justify these absurd prices - a lot of good alternatives in the area. Be warned!",2,"The reviewer is unhappy with the high prices, specifically a $30 fee for a suit cleaning service with an added $6 surcharge, and the persistence of a solvent smell despite being advertised as 'green'.",True
1,"I was here for a conference and saw their sign for a $10 lunch special which wasn't available that day.  Took over an hour to just get a lunch salad.  The waiter had major attitude.
Avoid this place!",1,"Unfulfilled expectations, slow service, and unfriendly staff led to a poor experience.",True
1,"PIECE OF **** manager wouldn't put air conditioning on yesterday. It was 90.
They just lost alot of business.",1,"The reviewer strongly disapproves of the manager's decision not to turn on air conditioning, implying high discomfort and loss of business, suggesting a very poor experience.",True
1,"Don't do business at this unethical business. My $25 savings account from 2009 was  recently stolen from $5 a month for ""account inactivity"" fees. They are a bunch of crooks.

It appears you now need to nickle and dime your customers with BS fees in order to stay in business. 

Account closed.",1,"The reviewer uses strong language to express their negative experience and accuse the business of unethical behavior, suggesting they would not recommend it to others.",True
1,"This is one of the franchise store of Ritz Camera in Chandler. The store's staffs are nice, however, their photo lab is miss leading. They make the price in very small fonts and hanging on the ceiling. 

For the first time user to print photos in the lab, I was charged for $45 for just few 4x6 and 8x10 print without sign-in as member. I asked for canceling order prior they print the photos. I was told ""Too late"" even it's still in one of their store pc for ordering prints. 

Since they are franchise, I should be able to return or exchange the accessories I bought for my Nikon D70S camera in different store. I was told ""No"". I can only exchange or return to the stores I purchase them. 

I will not buy anything from them again.",1,"Customer had a disappointing experience with the store's price transparency, ordering policy, and return/exchange policy. They felt misled and manipulated by the staff, and were not satisfied with the prices or the staff's responses to their concerns.",True
2,"2.5 stars-
went to Lolo's for lunch on a Sunday- the place was nice and busy- waited maybe 3 minutes for a table.  Were seated but had to wait an additional 20 minutes for a high chair as the 2 they had onsite were being used.  Ordered the Te-Te's (2 chicken legs and 1 waffle) along with French Fries and Beans Over Rice.  Food came out with my entree about 4 minutes before my friend's did.  We were never brought out the fries or beans and rice- reason for it per the server- there was a big party (8ppl) slowing the kitchen up.

Food was good, not great, staff was very nice and hospitable. I will go back to give this place another shot- try something different on the menu as the waffles were super heavy and doughy.  Chicken was cooked to perfection- I swear I could have eaten 10 pieces!!",3,"The reviewer had some disappointments with service and food quality, but found the staff nice, tasted some good but not great food, and is willing to give it another try.",True
