actual,Orginal_text,predicted,explanation,is_valid_json
1,"Most livable city my eye!
Plastic yuppies around every corner looking for a reason to belong.  I can't wait for the homosexuals to take control of this dog park and give it some class.

Avoid at all cost.",1,"The reviewer expresses strong dislike and uses derogatory language towards specific groups of people, indicating a low rating.",True
1,"I never knew green chilies were more valuable than gold. We ordered a dozen red tamales and a dozen green chilies. The person taking our order was not happy that we did not give them a 24 hour notice that their ""gourmet tamales"" require for such a large order. The red tamales were as dry as sawdust and the green chilies came with one small sliver of chili. The ""hot Sauce"" they have is nothing more than enchilada sauce with red chili flake added. Next time I'll just go to Del Taco where two dozen .40 cent tacos do not require a 24 hr notice from a family of 6.",1,"Multiple complaints about product quality: dry red tamales, small sliver of green chili, and inferior hot sauce, combined with poor customer service.",True
1,"Until they get their quality under control, we won't eat here except for lunch. We ate here last weekend and both had the roasted chicken. The problem was it tasted like it was basted in cinnamon and the sauce for the risotto had at least 10 whole peppercorns on each of our plates. I actually bit into to one before I realized that the sauce was just crawling with them. They could've strained them out, processed them in, whatever, just don't serve me a plate with a bunch of whole peppercorns. This tasted NOTHING like the previous visit when I ordered the same exact dish. When we finally let the management know that our food was unacceptable, he said the best he could do was a 20% discount. Well. we  weren't looking for a free or discounted meal, but rather some acknowledgement that they actually cared about the food. That never happened. Unless something changes, the burgers are decent and that is about it.",2,The reviewer had a disappointing experience with a dish being inconsistent in quality from previous visits and being served with visually unappealing whole peppercorns. The management's response was perceived as inadequate.,True
1,"After a day full of meetings, I gathered the hubster and we headed out to eat some Mexican. I had visions of chips/salsa, and margaritas. We headed to On the Border on Stapley near Baseline but found that this location had closed. Egads. Then we remembered The Salty Senorita across the street. And thus begins the saga. ""Hi, are you here for happy hour?"". We said no but were seated in the bar area anyway. At least we got a booth. Lucky us, huh? Joe ""lots of product in his hair"" brought us menus and took our drink orders. He was pushing a certain type of Tequila and I took the bait, with the stipulation ""on the rocks with salt"". My drink, and hubster's water arrived and we ordered. The chips and salsa AND our dinners arrived at the same time. .Really Joe product??? Chips with the meal? FYI, chips and salsa here aren't complimentary, you have to order and pay for them. It was then we noticed ants had taken over our table. At first we thought it was just a couple but noooooooo. The hubster brought the ants to the attention of Joe product and he feigned concern but did not offer to sit us at another table. Now the hubster's getting annoyed. It's hard to enjoy yourself when you are swashing ants off the table. Our booth was by a window but we didn't see any influx from the window of ants, so we're not sure where they are coming from, but they don't stop. Hubster mentions it a second time, and then, again with feigned concern he offers to move us to a different table. By this time we are almost done eating and I just say let's finish and get the hell out of dodge. Our bill comes, we pay, and hubster asks for the manager. Hell, he's even younger than Joe Product and looks like he just woke up, thus we'll call him Bed Head. Bed Head offers to buy us a drink on the house? Really? That's your solution? He said he'd make sure other patrons aren't seated in this area. Egads, no thanks, we just wanted to leave. We weren't after free food, but the offer of 10% off or some kind of compensation for sharing our entire meal with ants would have been appreciated. A free drink? Hey,maybe one of those $60.00 margaritas would have made everything alright! As far as the food goes-I had the chicken antchiladas (get it, lol) with beans and rice and they were dry. I like my enchiladas with oodles of sauce and cheese, and these had very little sauce with a little design of sour cream on them. Hubster had a steak and avocado salad. He said it was ok. 
This is a never return place for us. 
And a note to Joe Product-chips and salsa should have arrived WITH the drinks, and before the meal.Reflecting back, we were there on Earth day so perhaps having ants share our meal was relevant.
The margarita gets a 7 out of 10 limes as it was pretty good.",1,"Poor service, unsanitary condition with ants, and subpar food quality, including dry enchiladas, make this a strong candidate for a 1-star review.",True
1,"The Vine Tavern (i'll omit the word Eatery as i'm fairly certain this term can't be applied to the food they serve at this establishment) is a vortex sort of culmination hang-out for low-brow Fred Durst clones and future (day-shift) strippers. With that being said, this cesspool of a building hasn't burned to the ground yet so I feel compelled to warn others before they consider spending an evening there.

Being new to the Tempe area, myself and a small group of friends decided to drop in to check it out.  As we approached the-dimly lit building I began to have second thoughts: my bloomy sense was tingling (more on this later). As we entered we were greeted by a lovely bouncer type gentlemen who begged us to pay the 5$ cover.... seriously. We were seated towards the back near a group of teenage mothers and their burly counterparts. We ordered food...

The food arrived in a timely manner, it may have been poisoned but i was too hungry to care. I ordered the mushroom/swiss burger.... 9 dollars-ish. If Mcdonalds ever begins selling their products in the frozen food aisle of grocery stores it might taste something like what they serve at The Vine. I had immediate food regret, my only consolation was the 1$ you call its and the poor old man behind the mic with his acoustic guitar wrapping up his set. Surreal. .. . .We regrettably paid and escaped out the back. 

Good: Cheap Drinks !!!!  
Bad: You may be stabbed!!!",1,"The reviewer had a strongly negative experience with aggressive patrons, terrible food, and being forced to pay a $5 cover charge. The strongest criticism is leveled at the food, suggesting safety concerns and extremely low quality. The reviewer did mention that the drinks were cheap, but this is outweighed by the severe negatives.",True
1,"From my door, it's a five minute stroll through the greenbelt to Dukes. They have a nice patio. They have enough TVs to show all MLB/NFL/NBA games. They have plenty of shuffleboard and pool tables. Yet, I've only been to Duke's a few times and I am not going back. This place is just bad.

Mixed drinks are poured short and use cheap mixers (such as bottled sour mix for margaritas). They offer a pretty basic beer selection. I think PBR pitchers might be more modestly priced, but that might be only when they're on ""special.""

The food is pretty bad, even for bar food. And pricey. Sure, the menu is gigantic and I've tried many different items, but I didn't find anything good. Everything seems to be made from ""freezer to fryer"" or packaged products. I'm not exaggerating: the burger and fries for about $8 is a thin, previously frozen patty with a handful or supermarket fries. I could go on about salads, sandwiches, and ribs. In the same price range, you can get a much better version of anything on the menu at Four Peaks or Zipps or even Devil's Advocate.

One of the owners was there on a few occasions. I guess being the boss of (and drinking in) his own bar is some sort of dream of his. He treats the place like his kingdom. He'll ask patrons ""how is everything?"" and get mad at them if they have anything negative to say. I feel bad for the rest of the service staff; they seem to be above average, but when the overall situation is this bad it just doesn't matter.

In this city, sports bars are a dime a dozen. I'd rather go elsewhere.",1,"The reviewer was extremely dissatisfied with the food, drinks, and service, citing numerous quality and value issues. They compared the bar unfavorably to others in the area and expressed a strong preference to visit elsewhere.",True
1,"So I had this important event to attend in California and I've already spent a lot of money preparing for my trip. Earlier in the month I had received a coupon for $40 off any service at Epic salon. Wow, that is a lot of savings and I could sure use to save some money. Epic uses  Goldwell products which is my product of choice. I just needed a tint touch-up (about 1"") so I went to this salon... I had already had an awesome experience at another salon in town, but I couldn't pass up the savings by using the $40 coupon)  I was second-guessing the idea of trying a new salon since I had already found one I absolutly loved. .Again though, the coupon lured me in. Anyway, I walked away with the worst experience ever. Not only was my color wrong ( I am a golden blonde and she colored my 1' outgrowth to a 3"" ash) when I went back in to explain what was so wrong with it (5min later), the front desk lady was rude and cut me off as I was speaking to her. Not the best way to handle a pissed of lady expecially about her hair! I gave them a chance to fix it and the only thing they did was put a gold glaze on my hair, which did not help at all.  The style sucked too. I just left. I did not have time to see if they could fix it again. I will not be going back to this place for any services. Noy only because the hair experience was bad, but because the front desk gal made a bad impession of the place even worse with her nastiness. UGH! I will give this place 1 star only because on the coupon was also a savings of 30% off products.",1,"Poor service, incorrect color, and rude staff including a front desk lady who was abrupt and unhelpful. Although the coupon offered savings, the experience was marred by mistakes and unprofessional behavior.",True
1,"ok, let me be straight with you. i hate paying full price for anything. yes, i'm one of those people. i love a coupon. i love a discount. and i absolutely love a bargain! but i don't like to feel dirty when i leave a store. i felt really, really dirty when i left this store. ewwwwww. this is a yucky ross. dirty, dirty, dirty! the floors and clothing racks were filthy. i couldn't have bought something even if i wanted to because the store was so gross - i got black ""stuff"" on my hand after touching a clothing rack. the floor was so discolored i'm not sure what the original color was. parts of the store's floor were sticky. many of the clothes had indistinguishable marks on them, presumably from the dirty hangars and racks they are stored on. selection was meager, there wasn't a single shoe, bag, wallet, sock or home decor item that caught my eye. the trip was a waste of an hour that i'll never get back. never, ever again.",1,"The review expresses extreme disappointment and disgust with the store's cleanliness, selection, and overall condition. The customer states that the store was 'gross' and made them feel 'dirty' upon leaving, highlighting multiple issues with the floors, clothing racks, and merchandise. The reviewer's strong language and statement of 'never, ever again' suggests a low rating.",True
1,"Yikes, reading other reviews I realize my bad experience wasn't unique. As a server I make a very laid back customer. I like pretty much everything I eat and don't require a lot of attention from the waiter. 

La Piccola Cucina would benefit from just one extra person in the front of the house. Our guy, though adorable and friendly, was too busy to refill our drinks and to remember to bring our appetizer (though charged us for it). The ahi tuna (highly recommended over the other fish options he said) was so overcooked it was the color and consistency of chicken. Like other reviewers mentioned, he was frantic and made that clear to every customer. At one point I even saw him in the kitchen cooking - they need another person! 

I left super stressed out from the experience, which is very, very unusual for me. You can either have bad service or bad food, but not both.",2,"The reviewer had a poor experience due to understaffing and bad service, including a server who didn't have time to refill drinks, brought incorrect orders, and was visibly stressed.",True
1,"I'm sad to report that we dined here for lunch and it was inedible:(  Chef Aaron please come by and monitor your staff.  We had the eggplant sandwich and is was a disaster.  It was so overly oily and the bun and fries overwhelmed the plate.  The shrimp and grits were so average with the shrimp being of low quality.  The beer menu looked fabulous.  So I guess if this is just a watering hole things will be fine...but if you choose to dine be prepared to leave hungry and unsatisfied.  We hope this turns around.  The decor is cool and the staff is really fun and helpful...and we are hopeful for a great place to visit in the ""hood"".",2,"The reviewer had a very disappointed experience with the food, citing oily and poorly prepared dishes. However, they praised the beer menu and the staff's friendliness and helpfulness, indicating potential for a great place to visit with improved food quality.",True
1,"My love affair with Fate ended when Johnny left. 

The service, quality and atmosphere took a total nose dive.

Go to Sens instead.",1,"Poorly received service, quality, and atmosphere led to a very low rating",True
1,"After sitting at our table for 30 minutes and not getting any service, we left.  But not before the hostess said thanks for coming in. Needles to say I will not be returning.",1,"Poor service with long wait times, contradictory with a positive or appreciative closing statement from the hostess.",True
1,"One star for the most terrible service in recent memory.  Our server ""DK"" was outright rude and horrible, and outright ignored us when she wasn't making us uncomfortable.   As a former waitress of 14 years, I have the utmost respect, patience and tolerance for my former bretheren - but this woman needs to go.  BAD DK!  Otherwise, our Teppiniyaki (sp?) chef was wonderful, the food was delicious and fresh and a solid four stars.  I have been going to Kyoto since 1995 and it remains a fun and festive place with very reasonable prices.  Too bad it was ruined this time by DK!   DK needs a different job, more suited to her personallity, like euthanizing kittens or something.",2,"The reviewer mentions a poor experience with server 'DK' and Utilizes strong language to emphasize discontent, however, the rest of the service and the food received praise indicating an average rating of 2 stars.",True
1,Was I there on a bad day or what?  I showed up 15 minutes after they opened and EVERY item I tried was either luke warm or cold.    They have 15+ items on the lunch buffet and I tried a bite of all of them.   Gross and bland.   I felt sick to my stomach after I left because I kept thinking how bad the food was. Yuck!,1,"Customer had a poor experience with most dishes being cold, buffet variety being bland, and feeling unwell afterwards",True
1,"Went last night to Whore Foods to get basics to make pizza with, most clutch to the process was a three pack of yeast. Low and behold, the dirty hippie kids they have working there again didn't put something in the bag.

And this time it was the yeast.

I love the food there, but the employees are nothing more than entitled hippie kids from Scottsdale who can't be bothered to do their goddamn jobs! I am so sick of this crap with this corporation. Maybe its a Phoenix thing, or maybe its the hiring and firing processes of Whore Foods, but I am done shopping at any Whore Foods. In a place like Phoenix, where you have alternatives such as Sprouts, you'd think Whore Foods would smarten up.

Or when you try to ask someone who works here where something is, and they just walk by with their nose high in the air. I understand its important to show your fellow dirt merchants that you're a super star, but I don't work with you, I contribute to your salary and over inflated set of benefits for a grocery clerk, so do your goddamn job. Useless little girl in need of a shower and orthodontist. 

But alas, Whore Foods and its dirty hippie employees have alienated yet another person with a job and a degree into hating everything that place stands for.

Oh yea, one other thing, take the concealed firearm prohibition off of your stores. It didn't stop Jared Loughner from doing something horrid, and all it does is alienate law abiding citizens from their Constitutional rights. I understand you think that only parts of the Constitution should apply, but honestly I think you need to pull your collective heads out of your ass and take a shower.

Useless motherf*&#$@s!",1,"The reviewer is extremely dissatisfied with the store experience due to poor service and alleged lack of professionalism by the employees. They also express discontent with the store's policies and practices, particularly the prohibition on concealed firearms, and have stated their intention to never shop at Whore Foods again.",True
1,"07/09/2008  
Just went there last week for the first, and last, time.  I read the good reviews, so I was expecting much more.  I am a first generation American; both my parents were German and came over in their 20's.  I lived there for a few years, have eaten German food all my life, and have been to many German restaurants in many different states over the years.  I really wanted to like this place, as there are not many German establishments around here, but this place was terrible!  We were the only people in the place at 2pm, and still had horrible service.  ???  We were ignored much of the time and then when the waitress did come, she would forget things we had asked her for.  The waitress didn't understand German, as in the German MENU options, so I ordered from the menu using the English translations, and she was still confused. I had to POINT at the options.  YES, there really is CUCUMBER salad on the menu.  The bread was stale, the schnitzel was hard, there was a hair in my cucumber salad and my potato pancakes were just ...disgusting.  They also gave me fries instead of the usual sides????  I am guessing that they just reheated leftovers from the dinner the night before, because that is exactly what it tasted like.  Plus, I actually got charged the wrong prices - like lunch salad was 3.50, but showed up on my bill as 5.00, etc.  I was too frustrated to even bring it up and just left, disappointed.  Waste of time and money, I will not return.  Maybe at dinner time things are better, but DO NOT EVEN TRY THE LUNCH!  Yuck.
Oh, and the website is outdated- wrong prices and discontinued menu items.",1,"The reviewer had extremely negative experiences with the service, food quality, and accuracy in their order, leading to a highly disappointing experience. Menu issues, such as outdated website with incorrect prices, further exacerbated their frustration.",True
1,"It's been a few months since I've been here, and what a change, not for the better. I usually get the same thing to start with, ceviche and pollo asado. Both are usually quite delicious, not this time.

The ceviche had absolutely no flavor to it. As if the chef tried to make it as flavorless as possible. I did not finish it as it was not enjoyable in the least. Now for the tacos. Stale taco shells, dried and overcooked chicken, slopped on guac and no pico de gallo. The tacos were so bad I tried to rescue them by asking for pico de gallo, since they did not put any on, and then I was charged $1.00 extra. Of course, no manager was anywhere in sight. This place simply doesn't care. On the bright side, the margaritas and salsa are still good, but the chips were stale.

Not only will I not return, but I can no longer recommend this place to businessmen from out of town. I see dozens of new business people every day who stay in Scottsdale and they always ask for Mexican food, and I've always said Cien Agaves. No more.",1,"Review mentions several dishes were unappetizing and even inedible, charges for requested condiments, and overall lack of care from the establishment.",True
1,"oK, first i broke my promise to myself and went here again, i figured by now things have got to be better. i ordered something that i wouldn't care if it was cold, French Toast. ok so the french toast is good. but it wasn't worth waiting 40 fucking minutes to get it. and on top of it. my friends food was cold again. one of them would rather eat glass then eat at this place so refused to order a cold meal, but since my other friend was paying she said fuck it i'll go.

well she ordered toast and some sausage as sides. and my other friend ordered the mish mash, his review of the place is more generious then mine, but he's only been there once and said it wasn't so bad. lol.

so anyways toast, soo cold the butter couldn't even melt. and cold sausage to boot. the friend with the mishmash, lol. i saw the bottom of the bowl and it was all a weird watery substance at the bottom. how hard is it to drain poached eggs before dumping them in a bowl?

i was going to give palatte 3 stars based on the french toast, but it was hardly warm. i so badly want to like this place cause it's close and Matt's is always packed.

can i please get a breakfast place in the roosevelt area that is large enough to seat more then 20 people and serves good breakfast?",2,Multiple issues with cold food items despite a decent French toast. Long wait time and poor handling of side dishes such as toast and sausage. The reviewer's experience detracts from their desire to like the place.,True
1,"This dog park gets one star.Why?Because the last time I went,some piece of shit broke into just about every car in the parking lot to steal whatever they could.So much broken glass from side windows everywhere.
It used to be okay before this incident,but a busy parking lot in borad daylight and some vulture lies in wait?
Yeah,I'm done here.",1,"The reviewer was severely dissatisfied due to recent vandalism and lack of safety, specifically a break-in in the parking lot, which resulted in broken glass and a feeling of insecurity, leading to a complete loss of trust and decision to stop visiting",True
1,Horrible service.,1,"This review implies a very negative experience, giving it a score of 1 out of 5 stars.",True
1,"I don't know what's up with Eddie??? I always found him to be pleasant, and really taking care of the customers. However on the 17th of November we had a birthday party of 19 people, and they gave us one waitress. We sat down at 7:00 pm and our main course came at 9:15. No real big deal but one person can't handle a table of 19, and we were having fun. So one of the guest's had ordered the $12.00 burger along with a salad and told the waitress no Mayo because he can't stand it at all. The burger comes out and it has Mayo on it, and he tells the waitress. She was not at fault, and had written it down clearly. He asked for a new one, and she comes back and say's Eddie cooked the hamburger and refused to cook a new one but would make him a new bun. He didn't want that because he hates Mayo that much, so there was no problem taking it off the tab, but Eddie would not make a new one. LOL. What's up Eddie??? I don't understand at all, you take it off the bill because you screwed up, but refuse to make another burger that you would have been paid for.  Then you end up looking like a fool in front of the other eighteen people. My daughter has even taken one of your classes, and said what a great guy you are. Really, Really bad PR that night and the next birthday party wont be at Eddie's House. Great time that night, but the ending leaves a very bad taste in 19 people's mouth.",2,"The reviewer was satisfied with the waitress's service but had a negative experience with the manager, Eddie, who refused to remake a burger that was prepared incorrectly, leading to a poor outcome for the birthday party.",True
1,"Having a miserable experience flying from Boston to Reno. My connection was in Phoenix, and the flight from Boston was running a bit late. I asked both of the flight attendants if it would be possible to deplane before the other passengers as I had a very tight connection to make. One actually laughed at me and told me I would be fine. 12 hours, a horrible nights sleep (as they did not offer me hotel accommodations) and two delicious airport meals later I am sitting in the terminal waiting for my flight from Phoenix to Reno to board. Sorry buddy, not really fine. I missed my flight by 5 minutes. I would have been fine if US Airways offered their customers with tight connections the opportunity to deplane first, as every other airline I have flown on does. Will avoid them at ALL costs!",1,"Poor customer service and failure to accommodate a tight connection, leading to a missed flight and very poor overall experience.",True
1,"I've been boycotting this store since 2009.  One afternoon after browsing for a while with my kids, I allowed my 10yo and 8yo to stay in the children's section to pick out a book to spend their allowance money on while I ran next door to TJ Maxx to buy the toddler a pair of shoes.  I'd been gone 30 minutes when I returned to find the horrid lady in the children's section had called the police on us.  She never asked the kids  their ages and didn't ask if they had a way to reach me (they did).  The police talked to them, realized they were perfectly well behaved consumers, and assured me I'd done nothing illegal.  Avoid like the plague.",1,"The reviewer had a poor experience with a store staff member, who called the police on them for allowing their children to browse unsupervised, despite the children being well-behaved and having a way to contact their parent.",True
1,Prices are often way too high!,2,"The reviewer is dissatisfied with the high prices, indicating a subpar experience.",True
1,"This place is the classic bait and switch joint.  I ordered through the drive-thru and told the person I was ordering that I had a coupon for a ""buy one-get one free"" Chicken Tender Sandwich,  The bun was hard and not at all like the picture on the coupon. The two small tenders were extremely rubbery and looked like they had been retrieved from the trash can after they had been tossed for being under a heat lamp too long. The lettuce was the part that most people toss when cleaning and the tomatoes were thin and pale and looked like they had been genetically mutated . . .uhh, I mean grown.  This wasn't the first time the server manager did this to me. I should have known better. I used a coupon a while back there for a buy one, get one free breakfast burrito and asked that they prepare it to look like the picture that appeared on the coupon. My bad!  When I got down the road and reached into the bag to take a bite, the cook had apparently taken an onion and diced it up super fine and threw that in with it.  If you want a decent hamburger or chicken sandwich without attitude and that looks as advertised or better, go to smash burger. As for this place, never, never  again.  The only good Carl's Jr. I have found in the valley so far is off the Superstition (Hwy 60) and Tomahawk.  From the Manager down, they strive to live up to their advertising.",1,"The reviewer was extremely dissatisfied with the food and service, citing issues with the quality, presentation, and trustworthiness of the establishment. They specifically mention bait and switch tactics, rubbery chicken tenders, and unappetizing toppings. The reviewer advises against visiting this location and suggests an alternative [Smash Burger], indicating a strong negative sentiment.",True
1,I was not impressed. The food was bad & expensive. The wait is ridiculous. Don't go.,1,"The reviewer was extremely dissatisfied with their experience, mentioning poor food quality and high prices, in addition to a long wait, and explicitly advising against visiting.",True
1,"I keep wanting to like this place.  I want to support a local business, and yet....

Last year I took my two boys there after a theater performance (Greasepaint!   Excellent!), and after we placed our orders for lunch, I took out our SET game (it's a card game that does not use a traditional deck - great fun).  WIthin moments, the server was back at our table.  ""You can't do that.""  ""What?  Play cards?  It's not gambling."" (Maybe I was wrong, but living here, you start to assume that an objection to something must be religion based).  ""The owners don't allow it.""  ""They don't allow it?  It's a matching game.""  ""No.  You'll have to put it away.""

Now.  I would understand not wanting us to sit and play cards if we'd finished eating and were just holding a table (assuming it was busy).   However, this was during the gap between ordering and eating.  I KNOW I should've just left then.  Instead, I made my kids happy and we stayed for lunch (and ice cream!).  

A couple months ago I (foolishly) decided to try again.  Didn't bother with the cards this time.  The lousy thing this time was the mold on my son's bread.  They DID remove the sandwich from the bill, but eish.    

I'd kind of like the ""Restaurant Impossible"" guy to come in here and give it an overhaul.  I don't mind the nostalgia stuff, but the place does need a solid going over.",2,"The reviewer mentions several negative experiences, including being asked to put away a non-gambling card game, and having to deal with moldy bread. They also express a desire for improvement, which suggests a mediocre rating of 2 out of 5.",True
1,"Rental car review.

118 degrees.  Standing outside in the heat waiting for a bus.  10 minutes go by and I have seen 3 busses leave with out of service signs.  Another 10 minutes pass and no active duty busses.  Finally, a bus!  We have a packed bus and the driver is just standing outside.  5 minutes later he comes back on the bus and we drive 10 miles an hour the whole way to the terminal.

PHX...pay attention.  Business travelers do not appreciate being left in the heat for 20 minutes watching out of service busses pass by.",1,"Poor service, including long waiting times in extreme heat, and lack of concern for customers' experience as business travelers.",True
